row_ID,vehicle_manufacturer,vehicle_model,vehicle_category,current_mileage,vehicle_year,vehicle_gearbox_type,doors_cnt,wheels,vehicle_color,vehicle_interior_color,car_vin,car_leather_interior,deal_type,final_price
5790,JEEP,Compass,Jeep,113268,2010,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,6268.0
5791,CITROEN,C5,Goods wagon,255000,2001,Manual, 4/5,  Left wheel  , Blue ,  Grey ,,0,For Sale,542.0
5792,BMW,530 525i,Sedan,190000,2006,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,6000.0
5793,TOYOTA,Prius,Hatchback,50800,2016,Automatic, 4/5,  Left wheel  , Black ,  Black ,,0,For Sale,10700.0
5794,TOYOTA,Prius,Sedan,251200,2007,Automatic, 4/5,  Left wheel  , Beige ,  Beige ,,0,For Sale,4050.0
5795,HYUNDAI,Elantra,Sedan,121840,2016,Automatic, 4/5,  Left wheel  , Blue ,  Black , 5NPDH4AE1GH726622 ,1,For Sale,2450.0
5796,LEXUS,RX 400,Jeep,224629,2008,Automatic, 4/5,  Left wheel  , Silver ,, JTJHW31U082862720 ,1,For Sale,2600.0
5797,JAGUAR,F-pace,Jeep,17060,2017,Automatic, 4/5,  Left wheel  , Grey ,  Black , SADCA2BN4JA264269 ,0,For Sale,47000.0
5798,HYUNDAI,Sonata,Sedan,312519,2015,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,4900.0
5799,TOYOTA,Camry,Sedan,398069,2014,Automatic, 4/5,  Left wheel  , Black ,  Black , 4T1BF1FK5EU737910 ,1,For Sale,350.0
5800,MERCEDES-BENZ,C 220,Sedan,2000,2004,Manual, 4/5,  Left wheel  , Blue ,  Black ,,0,For Sale,4200.0
5801,HYUNDAI,Sonata,Sedan,176247,2015,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,4553.0
5802,HYUNDAI,Santa FE,Jeep,150000,2015,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,11598.0
5803,MERCEDES-BENZ,E 270,Sedan,300000,2001,Manual, 4/5,  Left wheel  , Golden ,  Blue ,,0,For Sale,4300.0
5804,MERCEDES-BENZ,V 280,Cabriolet,0,2000,Manual, 2/3,  Left wheel  , Black ,  Red ,,1,For Sale,2500.0
5805,TOYOTA,Corolla,Sedan,127680,2015,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,800.0
5806,CHEVROLET,Cruze,Sedan,43670,2019,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,3000.0
5807,TOYOTA,Prius C 80 original,Hatchback,80011,2014,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,0,For Sale,6400.0
5808,BMW,525,Sedan,140000,2001,Tiptronic, 4/5,  Right-hand drive   , Black ,  Black , 234327 ,1,For Sale,2800.0
5809,CHEVROLET,Cruze,Sedan,132000,2014,Automatic, 4/5,  Left wheel  , Black ,  Black ,,0,For Sale,4464.0
5810,LEXUS,GX 460,Jeep,102907,2015,Automatic, 4/5,  Left wheel  , Black ,, JTJJM7FXXF5097206 ,1,For Sale,100.0
5811,HYUNDAI,Accent,Coupe,1000,1995,Manual, 2/3,  Left wheel  , Silver ,  Beige ,,0,For Sale,478.0
5812,BMW,550 F10,Sedan,168000,2012,Tiptronic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,8500.0
5813,JAGUAR,XF,Sedan,104229,2015,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,18712.0
5814,TOYOTA,Prius,Sedan,163831,2010,Variator, 4/5,  Left wheel  , Black ,  Grey , JTDKN3DU5B0259658 ,0,For Sale,4500.0
5815,MERCEDES-BENZ,CLK 200,Sedan,300000,1999,Manual, 2/3,  Left wheel  , Silver ,  White ,,0,For Sale,2500.0
5816,TOYOTA,Camry,Sedan,190549,2013,Automatic, 4/5,  Left wheel  , Black ,  Black , 4T4BF1FK2DR307417 ,1,For Sale,1600.0
5817,TOYOTA,Prius,Hatchback,256966,2010,Automatic, 4/5,  Left wheel  , Blue ,  Black , JTDKN3DUXA0012974 ,1,For Sale,200.0
5818,HYUNDAI,Sonata,Sedan,536212,2015,Automatic, 4/5,  Left wheel  , Orange ,  Black ,,1,For Sale,4000.0
5819,TOYOTA,Prius,Hatchback,435560,2012,Automatic, 4/5,  Left wheel  , White ,  Black , JTDKN3DU8C1512824 ,1,For Sale,200.0
5820,NISSAN,March,Hatchback,0,2005,Manual, 4/5,  Right-hand drive   , Silver ,  Grey ,,0,For Sale,957.0
5821,OPEL,Astra,Coupe,22000,1999,Manual, 2/3,  Left wheel  , Green ,  Black ,,0,For Sale,1000.0
5822,TOYOTA,Prius,Hatchback,169301,2013,Automatic, 4/5,  Left wheel  , White ,  Black , JTDKN3DU2D5580904 ,1,For Sale,50.0
5823,MERCEDES-BENZ,E 350,Sedan,164800,2013,Tiptronic, 4/5,  Left wheel  , Grey ,  Black , WDDHF5KB4EA845499 ,1,For Sale,11000.0
5824,TOYOTA,Highlander,Jeep,140966,2012,Automatic, 4/5,  Left wheel  , Black ,  Black , 5TDBK3EH5CS093280 ,1,For Sale,7500.0
5825,HYUNDAI,H1,Minivan,104112,2016,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,11660.0
5826,BMW,530,Sedan,270000,2003,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,5300.0
5827,MERCEDES-BENZ,GLA 250,Sedan,34342,2018,Automatic,,  Left wheel  , Silver ,, WDCTG4EBXJJ464297 ,1,For Sale,175.0
5828,TOYOTA,RAV 4,Jeep,137950,2013,Automatic, 4/5,  Left wheel  , Black ,, 2T3RFREVXDW057421 ,1,For Sale,9000.0
5829,OPEL,Vectra,Sedan,300000,1989,Manual, 4/5,  Left wheel  , White ,  Grey ,,0,For Sale,1100.0
5830,HYUNDAI,Sonata,Sedan,182901,2013,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,7150.0
5831,OPEL,Astra,Goods wagon,245000,1996,Manual, 4/5,  Left wheel  , Green ,  Black ,,0,For Sale,1200.0
5832,HYUNDAI,Sonata,Sedan,40504,2017,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,15302.0
5833,LEXUS,CT 200h,Hatchback,156904,2014,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,5100.0
5834,MERCEDES-BENZ,ML 500 AMG,Jeep,165000,2012,Tiptronic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,25500.0
5835,LEXUS,RX 400,Jeep,190000,2005,Variator, 4/5,  Left wheel  , Silver ,  Grey ,,1,For Sale,5800.0
5836,BMW,320,Sedan,217777,2002,Tiptronic, 4/5,  Right-hand drive   , Silver ,  Black ,,0,For Sale,2600.0
5837,TOYOTA,Corolla,Sedan,319442,2013,Automatic, 4/5,  Left wheel  , Silver ,, 5YFBU4EE7DP144729 ,1,For Sale,200.0
5838,SUBARU,Impreza,Sedan,114350,2013,Automatic, 4/5,  Left wheel  , Black ,, JF1GV8J62DL021234 ,1,For Sale,2200.0
5839,TOYOTA,Prius,Sedan,23000,2008,Automatic, 4/5,  Left wheel  , Grey ,  Grey ,,0,For Sale,3600.0
5840,HYUNDAI,Tucson,Jeep,171536,2011,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,6042.0
5841,MERCEDES-BENZ,S 500,Sedan,16111,2002,Tiptronic, 4/5,  Left wheel  , White ,  Black , 3330 ,1,For Sale,4200.0
5842,HONDA,Insight,Hatchback,149970,2014,Automatic, 4/5,  Left wheel  , Grey ,, JHMZE2H7XES000796 ,1,For Sale,325.0
5843,HYUNDAI,Tucson,Sedan,31200,2019,Automatic, 4/5,  Left wheel  , Blue ,  Black ,,1,For Sale,7200.0
5844,BMW,525,Sedan,70000,1995,Manual, 4/5,  Left wheel  , Blue ,  Black ,,1,For Sale,1300.0
5845,OPEL,Vectra B,Sedan,0,1998,Manual, 4/5,  Left wheel  , Brown ,  Black ,,1,For Sale,2000.0
5846,CHEVROLET,Spark,Hatchback,44000,2010,Automatic, 4/5,  Left wheel  , White ,  Grey ,,1,For Sale,4500.0
5847,MERCEDES-BENZ,E 320,Sedan,164400,2000,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,3100.0
5848,TOYOTA,Camry,Sedan,60666,2017,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,175.0
5849,TOYOTA,Camry,Sedan,225510,2013,Automatic, 4/5,  Left wheel  , White ,  Black , 4T1BD1FK4DU085902 ,1,For Sale,100.0
5850,HYUNDAI,Tucson,Jeep,216751,2010,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,7035.0
5851,MAZDA,MPV,Minivan,170000,2001,Automatic, 4/5,  Right-hand drive   , White ,  Beige ,,0,For Sale,957.0
5852,CHEVROLET,Volt,Hatchback,112123,2014,Automatic, 4/5,  Left wheel  , Silver ,, 1G1RG6E49EU168682 ,1,For Sale,1350.0
5853,KIA,Sportage,Jeep,69120,2007,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,2350.0
5854,OPEL,Vectra,Sedan,200000,1994,Manual, 4/5,  Left wheel  , Blue ,  Black ,,0,For Sale,574.0
5855,VOLKSWAGEN,Jetta,Sedan,11200,2016,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,6430.0
5856,NISSAN,Serena,Minivan,157000,2012,Automatic, 4/5,  Right-hand drive   , Silver ,  Black ,,0,For Sale,3826.0
5857,MERCEDES-BENZ,E 350,Sedan,318285,2012,Automatic, 4/5,  Left wheel  , Black ,, WDDHF8JB8CA554147 ,1,For Sale,200.0
5858,LEXUS,RX 450,Jeep,160926,2011,Automatic, 4/5,  Left wheel  , Silver ,  White ,,1,For Sale,8700.0
5859,BMW,X5,Jeep,296395,2012,Automatic, 4/5,  Left wheel  , Grey ,, 5UXZW0C57CL664603 ,1,For Sale,125.0
5860,HYUNDAI,Tucson,Jeep,137445,2016,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,12720.0
5861,HONDA,Civic,Hatchback,12000,2019,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,23850.0
5862,TOYOTA,Prius,Hatchback,136000,2012,Variator, 4/5,  Left wheel  , Grey ,  Grey ,,0,For Sale,7800.0
5863,CHEVROLET,Volt,Hatchback,131893,2014,Automatic, 4/5,  Left wheel  , Brown ,, 1G1RB6E45EU142174 ,1,For Sale,100.0
5864,OPEL,Astra,Universal,237000,1998,Manual, 4/5,  Left wheel  , Blue ,  Black ,,0,For Sale,1800.0
5865,BMW,325,Sedan,230000,2001,Manual, 4/5,  Left wheel  , Black ,  Black ,,0,For Sale,2300.0
5866,CHEVROLET,Captiva,Jeep,61297,2015,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,11450.0
5867,HONDA,Civic,Hatchback,0,1995,Manual, 4/5,  Left wheel  , Red ,  Black ,,0,For Sale,1300.0
5868,NISSAN,Serena,Hatchback,173000,2012,Automatic, 4/5,  Right-hand drive   , Silver ,  Black ,,0,For Sale,5000.0
5869,NISSAN,Tiida,Sedan,233333,2006,Automatic, 4/5,  Left wheel  , Sky blue ,  Grey ,,0,For Sale,2000.0
5870,TOYOTA,Prius,Hatchback,14900,2011,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,4800.0
5871,HYUNDAI,Tucson,Jeep,155000,2011,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,7879.0
5872,LEXUS,RX 450,Jeep,22261,2019,Automatic,,  Left wheel  ,,, 2T2BGMCA4KC033698 ,1,For Sale,175.0
5873,FORD,Escape,Jeep,271629,2008,Automatic, 4/5,  Left wheel  , Green ,, 1FMCU59H88KC01972 ,1,For Sale,125.0
5874,BMW,X5,Sedan,120000,2010,Automatic, 4/5,  Left wheel  , Black ,  Beige ,,1,For Sale,6700.0
5875,HYUNDAI,Elantra,Sedan,207587,2014,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,450.0
5876,VOLKSWAGEN,Jetta,Sedan,112760,2016,Automatic, 4/5,  Left wheel  , Brown ,, 3VWD67AJ5GM202594 ,1,For Sale,175.0
5877,JEEP,Cherokee,Sedan,24805,2019,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,325.0
5878,VOLKSWAGEN,Passat,Sedan,117117,2015,Automatic, 4/5,  Left wheel  , Grey ,, 1VWAT7A39FC072347 ,1,For Sale,400.0
5879,FORD,Escape,Jeep,180000,2010,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,5200.0
5880,TOYOTA,Tundra,Jeep,101928,2014,Automatic, 4/5,  Left wheel  , Black ,  Black , 5TFAW5F11EX404732 ,1,For Sale,60.0
5881,MERCEDES-BENZ,S 550,Sedan,74000,2013,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,16700.0
5882,FORD,Fusion,Sedan,93000,2016,Tiptronic, 4/5,  Left wheel  , Grey ,  Black ,,0,For Sale,4700.0
5883,FORD,Explorer,Jeep,63992,2016,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,28412.0
5884,MITSUBISHI,Colt Lancer,Hatchback,136634,2014,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,375.0
5885,VOLKSWAGEN,Jetta,Sedan,188800,2011,Tiptronic, 4/5,  Left wheel  , Blue ,  Black ,,1,For Sale,4800.0
5886,LEXUS,RX 350,Jeep,138211,2010,Automatic, 4/5,  Left wheel  , Black ,, 2T2BK1BAXAC009922 ,1,For Sale,175.0
5887,TOYOTA,Prius,Hatchback,435560,2012,Automatic, 4/5,  Left wheel  , White ,  Black , JTDKN3DU8C1512824 ,1,For Sale,200.0
5888,JEEP,Liberty limited,Jeep,17000,2005,Automatic, 4/5,  Right-hand drive   , White ,  Grey ,,1,For Sale,4000.0
5889,BMW,114,Sedan,38282,2018,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,3250.0
5890,TOYOTA,Camry,Sedan,53310,2014,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,2600.0
5891,OPEL,Astra,Universal,272275,1999,Manual, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,2000.0
5892,FORD,Escape,Jeep,251430,2017,Automatic, 4/5,  Left wheel  , Blue ,  Black ,,1,For Sale,225.0
5893,HYUNDAI,Santa FE,Jeep,100740,2014,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,14739.0
5894,HYUNDAI,Veloster,Hatchback,75000,2012,Automatic, 4/5,  Left wheel  , Yellow ,  Black ,,1,For Sale,6127.0
5895,TOYOTA,Prius,Sedan,348802,2007,Automatic, 4/5,  Left wheel  , Blue ,  Beige ,,1,For Sale,3188.0
5896,CHEVROLET,Lacetti,Sedan,163862,2010,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,4175.0
5897,CHEVROLET,Captiva,Jeep,78541,2015,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,6731.0
5898,HYUNDAI,Sonata,Sedan,185367,2011,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,5432.0
5899,MERCEDES-BENZ,E 350,Sedan,239224,2010,Automatic, 4/5,  Left wheel  , Black ,, WDDHF8HB5AA210875 ,1,For Sale,275.0
5900,TOYOTA,Land Cruiser,Jeep,365000,2004,Automatic, 4/5,  Left wheel  , Green ,  Beige ,,1,For Sale,12500.0
5901,MERCEDES-BENZ,E 350,Sedan,248525,2011,Automatic, 4/5,  Left wheel  , Black ,, WDDHF8HB1BA283369 ,1,For Sale,5800.0
5902,HYUNDAI,Santa FE,Jeep,66173,2010,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,9056.0
5903,MERCEDES-BENZ,ML 320,Jeep,245000,2001,Tiptronic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,3700.0
5904,BMW,X5,Jeep,223000,2011,Tiptronic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,12000.0
5905,TOYOTA,Prius,Hatchback,146019,2014,Automatic, 4/5,  Left wheel  , White ,  Black , JTDKN3DUXE1790319 ,1,For Sale,60.0
5906,FORD,Transit,Microbus,200000,2003,Manual, 2/3,  Right-hand drive   , Red ,  Black ,,0,For Sale,2500.0
5907,CHEVROLET,Cruze,Sedan,50549,2009,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,1500.0
5908,KIA,Optima,Sedan,0,2015,Tiptronic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,4624.0
5909,CHEVROLET,Cruze,Jeep,45680,2014,Automatic, 4/5,  Left wheel  , Brown ,  Black ,,1,For Sale,1700.0
5910,BMW,528,Sedan,180000,2007,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,6800.0
5911,MERCEDES-BENZ,E 350,Sedan,219030,2014,Automatic, 4/5,  Left wheel  , Black ,, WDDHF8JB9EA927733 ,1,For Sale,9500.0
5912,LEXUS,GX 470,Jeep,106918,2015,Automatic, 4/5,  Left wheel  , Black ,, JTJJM7FX8F5099147 ,1,For Sale,15000.0
5913,MERCEDES-BENZ,E 230,Sedan,200000,1998,Automatic, 4/5,  Left wheel  , Green ,  Black ,,1,For Sale,2600.0
5914,HYUNDAI,Elantra,Sedan,103543,2014,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,8160.0
5915,OPEL,Astra,Sedan,156876,2001,Manual, 4/5,  Right-hand drive   , Blue ,  White ,,0,For Sale,1913.0
5916,TOYOTA,RAV 4,Jeep,181000,2001,Automatic, 4/5,  Right-hand drive   , Silver ,  Grey ,,0,For Sale,3200.0
5917,BMW,535 F10,Sedan,124000,2012,Tiptronic, 4/5,  Left wheel  , White ,  White ,,1,For Sale,10500.0
5918,TOYOTA,Camry,Sedan,179381,2014,Automatic, 4/5,  Left wheel  , Black ,  Black , 4T1BD1FK6EU137614 ,1,For Sale,3550.0
5919,TOYOTA,Camry,Coupe,374808,2014,Automatic, 4/5,  Left wheel  , White ,  Black , 4T1BD1FK7EU120949 ,1,For Sale,125.0
5920,BMW,X5,Jeep,265210,2010,Automatic, 4/5,  Left wheel  , Black ,, 5UXFF0C52ALT75709 ,1,For Sale,600.0
5921,HYUNDAI,Santa FE,Jeep,114956,2015,Automatic, 4/5,  Left wheel  , Blue ,  Black ,,1,For Sale,14357.0
5922,MERCEDES-BENZ,E 350,Sedan,189530,2010,Automatic, 4/5,  Left wheel  , Black ,, WDDHF8HB0AA226692 ,1,For Sale,3950.0
5923,MERCEDES-BENZ,A 190,Hatchback,145000,2002,Tiptronic, 4/5,  Right-hand drive   , Black ,  Black ,,1,For Rent,8.0
5924,FORD,EcoSport,Jeep,8813,2018,Automatic, 4/5,  Left wheel  , Red ,  Black , MAJ3P1TE5JC240205 ,0,For Sale,5750.0
5925,MERCEDES-BENZ,Sprinter,Microbus,20000,1999,Manual, 4/5,  Right-hand drive   , White ,  Black , OTAR ,0,For Sale,6200.0
5926,VOLKSWAGEN,Jetta,Sedan,82392,2014,Automatic, 4/5,  Left wheel  , Silver ,, 3VW1K7AJ6EM438747 ,1,For Sale,500.0
5927,HONDA,FIT,Hatchback,185000,2014,Automatic, 4/5,  Right-hand drive   , Grey ,  Black ,,1,For Sale,5400.0
5928,SSANGYONG,REXTON,Jeep,62575,2015,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,15864.0
5929,KIA,Optima,Sedan,120000,2012,Automatic, 4/5,  Left wheel  , Red ,  Black ,,1,For Sale,6500.0
5930,MERCEDES-BENZ,E 350,Sedan,146395,2014,Automatic, 4/5,  Left wheel  , Grey ,, WDDHF5KB1EA887922 ,1,For Sale,600.0
5931,HYUNDAI,Sonata,Sedan,85260,2017,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,14833.0
5932,HYUNDAI,Santa FE,Jeep,117000,2015,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,14961.0
5933,SUBARU,Legacy,Universal,18000,2005,Automatic, 4/5,  Right-hand drive   , Black ,  Golden ,,1,For Sale,2200.0
5934,HYUNDAI,H1,Minivan,154154,2014,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,10494.0
5935,HYUNDAI,H1,Universal,103218,2016,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,13801.0
5936,HYUNDAI,Sonata,Sedan,104000,2014,Tiptronic, 4/5,  Left wheel  , Silver ,  Grey ,,1,For Sale,7800.0
5937,HONDA,FIT,Sedan,260000,2002,Automatic, 4/5,  Right-hand drive   , Red ,  Beige ,,0,For Sale,1800.0
5938,SUBARU,Forester,Sedan,32435,2018,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,3400.0
5939,VOLKSWAGEN,Golf,Sedan,165000,2002,Automatic, 4/5,  Left wheel  , Blue ,  Black ,,0,For Sale,2500.0
5940,MERCEDES-BENZ,SLK 350,Coupe,90000,2004,Tiptronic, 2/3,  Left wheel  , Black ,  Beige ,,1,For Sale,6500.0
5941,HYUNDAI,Tucson,Jeep,118157,2016,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,11554.0
5942,HYUNDAI,Elantra,Sedan,133783,2011,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,6275.0
5943,CHEVROLET,Cruze,Sedan,67435,2014,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,3500.0
5944,TOYOTA,Camry,Sedan,11037,2019,Automatic,,  Left wheel  , Black ,, 4T1B11HKXKU711052 ,1,For Sale,150.0
5945,NISSAN,March,Hatchback,132000,2003,Automatic, 4/5,  Right-hand drive   , Brown ,  Black ,,0,For Sale,2000.0
5946,HONDA,Accord,Sedan,0,2001,Automatic, 4/5,  Left wheel  , Green ,  Black ,,1,For Sale,150.0
5947,BMW,328,Sedan,160000,2010,Tiptronic, 4/5,  Left wheel  , White ,  White ,,1,For Sale,5300.0
5948,TOYOTA,Aqua,Hatchback,52959,2015,Automatic, 4/5,  Left wheel  , Yellow ,  Black ,,1,For Sale,8098.0
5949,MERCEDES-BENZ,Vito,Minivan,298000,2008,Manual, 2/3,  Left wheel  , White ,  Black ,,0,For Sale,5700.0
5950,MITSUBISHI,Galant GTS,Sedan,135000,2004,Tiptronic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,1913.0
5951,HYUNDAI,H1,Universal,216000,2012,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,6822.0
5952,BMW,528,Sedan,123200,2012,Automatic, 4/5,  Left wheel  , White ,,,1,For Sale,7500.0
5953,HYUNDAI,Elantra,Sedan,33100,2017,Automatic, 4/5,  Left wheel  , Blue ,  Grey ,,1,For Sale,9300.0
5954,HONDA,Odyssey,Minivan,120000,2005,Tiptronic, 4/5,  Left wheel  , White ,  Golden ,,0,For Rent,24.0
5955,HYUNDAI,Sonata,Sedan,313922,2014,Automatic, 4/5,  Left wheel  , Yellow ,  Black ,,1,For Sale,2700.0
5956,CHEVROLET,Aveo,Sedan,171138,2009,Automatic, 4/5,  Left wheel  , Blue ,  Black ,,1,For Sale,1380.0
5957,CHEVROLET,Cruze,Sedan,233707,2012,Automatic, 4/5,  Left wheel  , Black ,  Black ,,0,For Sale,2200.0
5958,FORD,Transit,Microbus,133700,2011,Manual, 4/5,  Left wheel  , White ,  Beige ,,0,For Sale,5700.0
5959,HYUNDAI,Sonata,Sedan,390966,2014,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,3268.0
5960,MERCEDES-BENZ,E 350,Sedan,8742,2013,Automatic,,  Left wheel  , Yellow ,, WDDKK7DF8DF193176 ,1,For Sale,10500.0
5961,KIA,Optima,Sedan,63000,2013,Automatic, 4/5,  Left wheel  , Silver ,  Beige ,,1,For Sale,4900.0
5962,HONDA,Civic,Sedan,104867,2015,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,15051.0
5963,FORD,Transit S,Microbus,239000,2004,Manual, 4/5,  Left wheel  , White ,  Black ,,0,For Sale,6750.0
5964,HYUNDAI,Elantra,Sedan,210239,2007,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,3391.0
5965,FORD,Transit,Goods wagon,180000,2002,Manual, 4/5,  Left wheel  , White ,  Black ,,0,For Sale,5740.0
5966,TOYOTA,Camry,Sedan,9626,2019,Automatic, 4/5,  Left wheel  , Black ,  Black , 4T1B21HK5KU013994 ,1,For Sale,1100.0
5967,TOYOTA,Prius,Hatchback,95000,2008,Variator, 4/5,  Left wheel  , Black ,  Beige ,,0,For Sale,3600.0
5968,MITSUBISHI,Delica,Jeep,112000,2004,Automatic, 4/5,  Right-hand drive   , White ,  Grey ,,0,For Sale,6000.0
5969,MERCEDES-BENZ,E 350,Sedan,248525,2011,Automatic, 4/5,  Left wheel  , Black ,, WDDHF8HB1BA283369 ,1,For Sale,5800.0
5970,TOYOTA,Camry,Sedan,156518,2012,Automatic, 4/5,  Left wheel  , White ,  Black , 4T1BD1FK7CU062418 ,1,For Sale,1150.0
5971,HONDA,FIT,Hatchback,11111111,2006,Variator, 4/5,  Right-hand drive   , White ,  Black , 0 ,1,For Rent,13.0
5972,TOYOTA,Highlander,Jeep,0,2013,Automatic, 4/5,  Left wheel  ,,  Black , JTEDC3EH0D2016956 ,1,For Sale,125.0
5973,MERCEDES-BENZ,C 180,Sedan,218374,1999,Manual, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,2694.0
5974,LEXUS,HS 250h,Sedan,224062,2010,Automatic, 4/5,  Left wheel  , Black ,  Black , JTHBB1BA2A2001380 ,1,For Sale,30.0
5975,HYUNDAI,Santa FE,Jeep,100734,2017,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,17662.0
5976,MERCEDES-BENZ,ML 350,Jeep,220000,2004,Tiptronic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,4800.0
5977,VOLKSWAGEN,Tiguan,Jeep,268800,2011,Manual, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,5000.0
5978,HYUNDAI,Sonata,Sedan,98000,2014,Tiptronic, 4/5,  Left wheel  , Black ,  Grey ,,1,For Sale,8000.0
5979,NISSAN,Fuga,Sedan,0,2004,Tiptronic, 4/5,  Right-hand drive   , Golden ,  White ,,0,For Sale,2600.0
5980,HYUNDAI,Elantra,Sedan,51130,2016,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,8818.0
5981,MERCEDES-BENZ,E 350,Sedan,219030,2014,Automatic, 4/5,  Left wheel  , Black ,, WDDHF8JB9EA927733 ,1,For Sale,9500.0
5982,HYUNDAI,Veloster,Hatchback,94328,2012,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,6080.0
5983,MERCEDES-BENZ,E 350 AMG,Sedan,45000,2014,Tiptronic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,11000.0
5984,DODGE,Caliber,Hatchback,89000,2011,Automatic, 4/5,  Left wheel  , White ,  Brown ,,0,For Sale,4200.0
5985,HONDA,Civic,Hatchback,272000,1995,Manual, 2/3,  Left wheel  , Red ,  Grey ,,0,For Sale,2000.0
5986,MERCEDES-BENZ,ML 350,Jeep,0,2011,Automatic, 4/5,  Left wheel  , Black ,  Black , 4JGBB2FB8BA748933 ,1,For Sale,850.0
5987,TOYOTA,Camry,Sedan,9626,2019,Automatic, 4/5,  Left wheel  , Black ,  Black , 4T1B21HK5KU013994 ,1,For Sale,1100.0
5988,OPEL,Vectra B,Sedan,260000,1996,Manual, 4/5,  Left wheel  , Green ,  Black ,,0,For Sale,1500.0
